id,course_name,date_created,school_id,public_course,category,sync_date
6948,biology700,2020-04-18 00:00:00,182,1,5,2020-04-19 00:00:00
6949,biology902,2019-02-01 00:00:00,34,1,5,2019-02-02 00:00:00
6950,biology68,2019-05-18 00:00:00,422,0,6,2019-05-19 00:00:00
6951,biology1085,2019-11-24 00:00:00,39,1,0,2019-11-25 00:00:00
6952,biology449,2020-04-09 00:00:00,504,0,1,2020-04-10 00:00:00
6953,biology1213,2019-05-31 00:00:00,260,1,5,2019-06-01 00:00:00
6954,biology338,2019-01-09 00:00:00,54,0,2,2019-01-10 00:00:00
6955,biology908,2020-08-05 00:00:00,631,0,0,2020-08-06 00:00:00
6956,biology812,2019-04-11 00:00:00,762,1,3,2019-04-12 00:00:00
6957,biology1249,2019-07-19 00:00:00,838,0,8,2019-07-20 00:00:00
6958,biology1129,2019-12-15 00:00:00,317,1,4,2019-12-16 00:00:00
6959,biology1192,2020-02-03 00:00:00,384,0,6,2020-02-04 00:00:00
6960,biology432,2020-07-07 00:00:00,263,1,6,2020-07-08 00:00:00
6961,biology936,2020-04-19 00:00:00,713,1,2,2020-04-20 00:00:00
6962,biology1069,2020-01-07 00:00:00,243,1,2,2020-01-08 00:00:00
6963,biology668,2019-09-07 00:00:00,307,0,2,2019-09-08 00:00:00
6964,biology371,2019-09-08 00:00:00,644,0,5,2019-09-09 00:00:00
6965,biology82,2019-11-07 00:00:00,846,0,2,2019-11-08 00:00:00
6966,biology724,2019-06-16 00:00:00,830,0,6,2019-06-17 00:00:00
6967,biology1022,2019-08-05 00:00:00,803,1,5,2019-08-06 00:00:00
6968,biology877,2020-02-28 00:00:00,588,1,1,2020-02-29 00:00:00
6969,biology61,2019-12-10 00:00:00,631,1,7,2019-12-11 00:00:00
6970,biology1289,2019-02-26 00:00:00,691,0,5,2019-02-27 00:00:00
6971,biology110,2019-10-21 00:00:00,553,1,6,2019-10-22 00:00:00
6972,biology883,2019-09-07 00:00:00,581,1,3,2019-09-08 00:00:00
6973,biology1075,2020-06-03 00:00:00,16,0,6,2020-06-04 00:00:00
6974,biology671,2019-02-05 00:00:00,142,0,6,2019-02-06 00:00:00
6975,biology977,2020-05-20 00:00:00,635,0,3,2020-05-21 00:00:00
6976,biology1316,2020-07-17 00:00:00,354,1,2,2020-07-18 00:00:00
6977,biology276,2019-08-19 00:00:00,254,0,8,2019-08-20 00:00:00
6978,biology1339,2020-01-28 00:00:00,698,0,5,2020-01-29 00:00:00
6979,biology623,2019-07-10 00:00:00,540,1,8,2019-07-11 00:00:00
6980,biology964,2019-12-07 00:00:00,486,0,1,2019-12-08 00:00:00
6981,biology75,2020-07-02 00:00:00,162,1,5,2020-07-03 00:00:00
6982,biology105,2019-05-27 00:00:00,64,0,6,2019-05-28 00:00:00
6983,biology378,2019-04-09 00:00:00,619,0,3,2019-04-10 00:00:00
6984,biology65,2019-05-10 00:00:00,151,1,0,2019-05-11 00:00:00
6985,biology1327,2020-02-09 00:00:00,541,1,3,2020-02-10 00:00:00
6986,biology650,2020-07-23 00:00:00,10,0,7,2020-07-24 00:00:00
6987,biology834,2019-07-22 00:00:00,649,1,5,2019-07-23 00:00:00
6988,biology460,2019-05-27 00:00:00,800,1,0,2019-05-28 00:00:00
6989,biology554,2019-06-15 00:00:00,215,0,1,2019-06-16 00:00:00
6990,biology669,2020-04-18 00:00:00,516,0,2,2020-04-19 00:00:00
6991,biology630,2019-06-25 00:00:00,666,0,3,2019-06-26 00:00:00
6992,biology234,2019-01-14 00:00:00,286,0,3,2019-01-15 00:00:00
6993,biology1113,2019-02-23 00:00:00,180,1,0,2019-02-24 00:00:00
6994,biology1346,2020-07-11 00:00:00,51,1,6,2020-07-12 00:00:00
6995,biology863,2020-07-08 00:00:00,749,1,0,2020-07-09 00:00:00
6996,biology1400,2019-09-06 00:00:00,673,0,2,2019-09-07 00:00:00
6997,biology593,2019-03-09 00:00:00,145,1,4,2019-03-10 00:00:00
6998,biology940,2020-07-18 00:00:00,178,0,1,2020-07-19 00:00:00
6999,biology181,2019-04-01 00:00:00,707,1,8,2019-04-02 00:00:00
7000,biology572,2019-12-19 00:00:00,764,1,3,2019-12-20 00:00:00
7001,biology125,2019-10-25 00:00:00,445,0,0,2019-10-26 00:00:00
7002,biology48,2020-04-11 00:00:00,526,1,1,2020-04-12 00:00:00
7003,biology214,2019-01-10 00:00:00,52,1,4,2019-01-11 00:00:00
7004,biology711,2019-06-25 00:00:00,576,1,5,2019-06-26 00:00:00
7005,biology571,2019-06-24 00:00:00,837,0,8,2019-06-25 00:00:00
7006,biology1099,2019-03-05 00:00:00,173,1,6,2019-03-06 00:00:00
7007,biology1322,2020-08-09 00:00:00,120,1,8,2020-08-10 00:00:00
7008,biology1227,2019-05-06 00:00:00,513,1,0,2019-05-07 00:00:00
7009,biology498,2019-12-06 00:00:00,181,1,3,2019-12-07 00:00:00
7010,biology110,2019-04-16 00:00:00,838,1,5,2019-04-17 00:00:00
7011,biology1183,2020-03-03 00:00:00,767,0,7,2020-03-04 00:00:00
7012,biology1048,2020-05-28 00:00:00,328,1,4,2020-05-29 00:00:00
7013,biology467,2019-10-20 00:00:00,69,0,8,2019-10-21 00:00:00
7014,biology1106,2019-11-15 00:00:00,423,0,6,2019-11-16 00:00:00
7015,biology2,2019-09-08 00:00:00,96,1,5,2019-09-09 00:00:00
7016,biology423,2019-10-14 00:00:00,358,0,8,2019-10-15 00:00:00
7017,biology640,2019-05-31 00:00:00,707,0,4,2019-06-01 00:00:00
7018,biology118,2019-09-10 00:00:00,392,1,3,2019-09-11 00:00:00
7019,biology383,2019-06-07 00:00:00,168,1,8,2019-06-08 00:00:00
7020,biology571,2019-06-23 00:00:00,427,0,0,2019-06-24 00:00:00
7021,biology350,2019-01-30 00:00:00,34,0,1,2019-01-31 00:00:00
7022,biology831,2019-08-13 00:00:00,701,1,7,2019-08-14 00:00:00
7023,biology826,2019-11-02 00:00:00,801,0,7,2019-11-03 00:00:00
7024,biology1331,2019-11-19 00:00:00,328,0,5,2019-11-20 00:00:00
7025,biology521,2019-01-25 00:00:00,30,1,7,2019-01-26 00:00:00
7026,biology890,2019-03-02 00:00:00,227,1,8,2019-03-03 00:00:00
7027,biology877,2020-01-16 00:00:00,44,1,2,2020-01-17 00:00:00
7028,biology1284,2019-05-25 00:00:00,555,0,1,2019-05-26 00:00:00
7029,biology1281,2019-01-04 00:00:00,662,1,8,2019-01-05 00:00:00
7030,biology951,2019-04-22 00:00:00,247,0,8,2019-04-23 00:00:00
7031,biology151,2020-05-13 00:00:00,299,0,4,2020-05-14 00:00:00
7032,biology965,2019-03-27 00:00:00,617,1,5,2019-03-28 00:00:00
7033,biology801,2019-11-19 00:00:00,469,1,4,2019-11-20 00:00:00
7034,biology534,2020-02-01 00:00:00,41,0,6,2020-02-02 00:00:00
7035,biology1357,2019-12-02 00:00:00,569,1,0,2019-12-03 00:00:00
7036,biology871,2019-11-20 00:00:00,25,0,0,2019-11-21 00:00:00
7037,biology566,2019-12-19 00:00:00,596,0,2,2019-12-20 00:00:00
7038,biology975,2019-05-28 00:00:00,209,0,8,2019-05-29 00:00:00
7039,biology1068,2020-04-26 00:00:00,216,0,6,2020-04-27 00:00:00
7040,biology6,2020-06-24 00:00:00,570,1,8,2020-06-25 00:00:00
7041,biology57,2020-04-24 00:00:00,198,1,7,2020-04-25 00:00:00
7042,biology1165,2019-01-05 00:00:00,602,0,6,2019-01-06 00:00:00
7043,biology791,2019-05-06 00:00:00,63,0,4,2019-05-07 00:00:00
7044,biology797,2019-06-05 00:00:00,738,1,3,2019-06-06 00:00:00
7045,biology69,2020-07-04 00:00:00,265,0,5,2020-07-05 00:00:00
7046,biology860,2020-04-02 00:00:00,558,0,4,2020-04-03 00:00:00
7047,biology1009,2019-02-23 00:00:00,90,0,7,2019-02-24 00:00:00
7048,biology1200,2019-04-04 00:00:00,782,1,2,2019-04-05 00:00:00
7049,biology210,2019-01-27 00:00:00,309,1,7,2019-01-28 00:00:00
7050,biology97,2020-07-01 00:00:00,713,0,0,2020-07-02 00:00:00
7051,biology880,2019-06-12 00:00:00,47,0,4,2019-06-13 00:00:00
7052,biology376,2020-05-02 00:00:00,69,0,4,2020-05-03 00:00:00
7053,biology1049,2020-03-25 00:00:00,341,0,8,2020-03-26 00:00:00
7054,biology365,2020-04-20 00:00:00,763,0,7,2020-04-21 00:00:00
7055,biology1382,2020-01-21 00:00:00,94,0,7,2020-01-22 00:00:00
7056,biology1132,2019-01-29 00:00:00,847,0,1,2019-01-30 00:00:00
7057,biology399,2019-10-19 00:00:00,109,0,3,2019-10-20 00:00:00
7058,biology274,2019-02-23 00:00:00,795,1,7,2019-02-24 00:00:00
7059,biology82,2020-05-06 00:00:00,424,1,5,2020-05-07 00:00:00
7060,biology743,2019-06-30 00:00:00,656,1,3,2019-07-01 00:00:00
7061,biology1342,2019-06-28 00:00:00,596,1,6,2019-06-29 00:00:00
7062,biology48,2019-06-09 00:00:00,270,0,1,2019-06-10 00:00:00
7063,biology212,2019-03-14 00:00:00,436,1,2,2019-03-15 00:00:00
7064,biology336,2019-06-24 00:00:00,202,1,3,2019-06-25 00:00:00
7065,biology455,2019-12-08 00:00:00,526,0,1,2019-12-09 00:00:00
7066,biology1179,2020-03-14 00:00:00,659,0,1,2020-03-15 00:00:00
7067,biology1343,2019-11-27 00:00:00,36,1,7,2019-11-28 00:00:00
7068,biology782,2019-09-19 00:00:00,171,0,6,2019-09-20 00:00:00
7069,biology1377,2019-11-29 00:00:00,87,1,1,2019-11-30 00:00:00
7070,biology1396,2019-08-14 00:00:00,491,1,8,2019-08-15 00:00:00
7071,biology802,2019-04-28 00:00:00,583,1,1,2019-04-29 00:00:00
7072,biology729,2020-06-19 00:00:00,531,1,6,2020-06-20 00:00:00
7073,biology505,2019-06-26 00:00:00,546,1,0,2019-06-27 00:00:00
7074,biology1014,2019-04-22 00:00:00,17,1,2,2019-04-23 00:00:00
7075,biology1180,2019-03-04 00:00:00,22,0,7,2019-03-05 00:00:00
7076,biology975,2019-01-10 00:00:00,667,0,4,2019-01-11 00:00:00
7077,biology736,2019-09-21 00:00:00,665,0,7,2019-09-22 00:00:00
7078,biology1219,2019-06-11 00:00:00,747,1,2,2019-06-12 00:00:00
7079,biology8,2019-04-25 00:00:00,40,0,0,2019-04-26 00:00:00
7080,biology1164,2019-01-03 00:00:00,53,0,1,2019-01-04 00:00:00
7081,biology695,2019-05-18 00:00:00,255,0,8,2019-05-19 00:00:00
7082,biology1033,2020-06-18 00:00:00,722,0,4,2020-06-19 00:00:00
7083,biology338,2019-11-07 00:00:00,463,1,0,2019-11-08 00:00:00
7084,biology1239,2019-09-19 00:00:00,482,0,2,2019-09-20 00:00:00
7085,biology796,2019-12-07 00:00:00,688,0,6,2019-12-08 00:00:00
7086,biology780,2019-08-09 00:00:00,45,0,0,2019-08-10 00:00:00
7087,biology608,2019-05-13 00:00:00,333,0,0,2019-05-14 00:00:00
7088,biology605,2019-11-04 00:00:00,74,0,2,2019-11-05 00:00:00
7089,biology966,2020-02-26 00:00:00,189,1,4,2020-02-27 00:00:00
7090,biology154,2020-08-17 00:00:00,29,0,3,2020-08-18 00:00:00
7091,biology683,2020-04-20 00:00:00,779,1,4,2020-04-21 00:00:00
7092,biology374,2019-09-26 00:00:00,691,1,0,2019-09-27 00:00:00
7093,biology1333,2019-07-04 00:00:00,436,0,2,2019-07-05 00:00:00
7094,biology1129,2020-05-29 00:00:00,108,0,0,2020-05-30 00:00:00
7095,biology999,2019-04-03 00:00:00,304,0,3,2019-04-04 00:00:00
7096,biology474,2019-08-14 00:00:00,117,0,5,2019-08-15 00:00:00
7097,biology286,2020-01-14 00:00:00,22,1,4,2020-01-15 00:00:00
7098,biology602,2019-04-04 00:00:00,407,0,4,2019-04-05 00:00:00
7099,biology887,2019-07-13 00:00:00,92,1,8,2019-07-14 00:00:00
7100,biology1358,2020-06-14 00:00:00,565,0,5,2020-06-15 00:00:00
7101,biology174,2019-03-30 00:00:00,575,0,5,2019-03-31 00:00:00
7102,biology484,2019-11-12 00:00:00,630,0,0,2019-11-13 00:00:00
7103,biology698,2020-02-27 00:00:00,622,0,5,2020-02-28 00:00:00
7104,biology531,2019-05-10 00:00:00,258,0,3,2019-05-11 00:00:00
7105,biology421,2019-01-26 00:00:00,356,1,8,2019-01-27 00:00:00
7106,biology1300,2020-06-28 00:00:00,257,1,6,2020-06-29 00:00:00
7107,biology681,2019-09-10 00:00:00,812,1,3,2019-09-11 00:00:00
7108,biology153,2020-07-05 00:00:00,14,1,8,2020-07-06 00:00:00
7109,biology1016,2019-12-24 00:00:00,615,0,2,2019-12-25 00:00:00
7110,biology1001,2019-09-10 00:00:00,604,0,8,2019-09-11 00:00:00
7111,biology1124,2019-11-09 00:00:00,288,0,8,2019-11-10 00:00:00
7112,biology463,2020-03-25 00:00:00,538,1,1,2020-03-26 00:00:00
7113,biology1124,2020-03-13 00:00:00,357,1,0,2020-03-14 00:00:00
7114,biology205,2019-07-03 00:00:00,292,0,0,2019-07-04 00:00:00
7115,biology880,2020-07-02 00:00:00,819,0,8,2020-07-03 00:00:00
7116,biology197,2019-08-06 00:00:00,430,0,3,2019-08-07 00:00:00
7117,biology404,2020-05-24 00:00:00,350,0,0,2020-05-25 00:00:00
7118,biology124,2019-03-08 00:00:00,18,0,2,2019-03-09 00:00:00
7119,biology738,2019-11-26 00:00:00,669,1,3,2019-11-27 00:00:00
7120,biology455,2020-07-08 00:00:00,402,0,2,2020-07-09 00:00:00
7121,biology1185,2020-04-30 00:00:00,766,1,4,2020-05-01 00:00:00
7122,biology596,2019-04-18 00:00:00,442,1,2,2019-04-19 00:00:00
7123,biology160,2019-02-09 00:00:00,28,1,2,2019-02-10 00:00:00
7124,biology259,2019-05-17 00:00:00,496,1,2,2019-05-18 00:00:00
7125,biology545,2019-03-13 00:00:00,540,0,3,2019-03-14 00:00:00
7126,biology783,2019-02-12 00:00:00,780,0,3,2019-02-13 00:00:00
7127,biology686,2019-10-07 00:00:00,577,0,8,2019-10-08 00:00:00
7128,biology49,2020-03-26 00:00:00,809,1,6,2020-03-27 00:00:00
7129,biology316,2019-11-27 00:00:00,617,1,2,2019-11-28 00:00:00
7130,biology446,2019-01-21 00:00:00,407,1,5,2019-01-22 00:00:00
7131,biology262,2019-10-10 00:00:00,303,1,3,2019-10-11 00:00:00
7132,biology1074,2019-11-19 00:00:00,515,1,2,2019-11-20 00:00:00
7133,biology374,2020-05-05 00:00:00,400,1,8,2020-05-06 00:00:00
7134,biology1390,2019-10-04 00:00:00,166,0,4,2019-10-05 00:00:00
7135,biology22,2019-02-16 00:00:00,41,0,4,2019-02-17 00:00:00
7136,biology992,2020-06-25 00:00:00,490,1,4,2020-06-26 00:00:00
7137,biology870,2020-05-21 00:00:00,514,0,6,2020-05-22 00:00:00
7138,biology1263,2019-01-12 00:00:00,420,0,6,2019-01-13 00:00:00
7139,biology1048,2019-09-09 00:00:00,740,0,8,2019-09-10 00:00:00
7140,biology832,2020-06-13 00:00:00,47,0,7,2020-06-14 00:00:00
7141,biology180,2019-05-24 00:00:00,217,1,8,2019-05-25 00:00:00
7142,biology753,2020-03-19 00:00:00,533,0,6,2020-03-20 00:00:00
7143,biology736,2019-12-11 00:00:00,823,0,7,2019-12-12 00:00:00
7144,biology130,2019-09-21 00:00:00,13,1,4,2019-09-22 00:00:00
7145,biology451,2019-11-26 00:00:00,667,1,0,2019-11-27 00:00:00
7146,biology1228,2019-07-05 00:00:00,828,0,8,2019-07-06 00:00:00
7147,biology1275,2020-01-31 00:00:00,71,1,7,2020-02-01 00:00:00
7148,biology617,2020-07-17 00:00:00,251,0,2,2020-07-18 00:00:00
7149,biology783,2019-01-08 00:00:00,105,1,6,2019-01-09 00:00:00
7150,biology681,2019-06-06 00:00:00,451,0,4,2019-06-07 00:00:00
7151,biology836,2019-07-27 00:00:00,505,0,4,2019-07-28 00:00:00
7152,biology1091,2019-07-05 00:00:00,637,1,0,2019-07-06 00:00:00
7153,biology68,2019-05-20 00:00:00,828,1,5,2019-05-21 00:00:00
7154,biology132,2019-11-07 00:00:00,664,1,2,2019-11-08 00:00:00
7155,biology662,2019-11-12 00:00:00,490,0,4,2019-11-13 00:00:00
7156,biology335,2020-03-25 00:00:00,206,0,3,2020-03-26 00:00:00
7157,biology367,2019-08-14 00:00:00,597,1,5,2019-08-15 00:00:00
7158,biology760,2019-10-23 00:00:00,30,0,7,2019-10-24 00:00:00
7159,biology465,2019-10-16 00:00:00,697,0,0,2019-10-17 00:00:00
7160,biology1199,2020-02-05 00:00:00,10,1,5,2020-02-06 00:00:00
7161,biology1226,2019-06-30 00:00:00,161,0,5,2019-07-01 00:00:00
7162,biology560,2020-02-05 00:00:00,531,1,5,2020-02-06 00:00:00
7163,biology998,2019-12-29 00:00:00,220,0,2,2019-12-30 00:00:00
7164,biology1268,2019-03-10 00:00:00,641,1,5,2019-03-11 00:00:00
7165,biology1290,2020-04-11 00:00:00,38,0,5,2020-04-12 00:00:00
7166,biology193,2019-12-09 00:00:00,799,0,2,2019-12-10 00:00:00
7167,biology1366,2020-06-26 00:00:00,471,0,8,2020-06-27 00:00:00
7168,biology1131,2019-12-12 00:00:00,789,0,2,2019-12-13 00:00:00
7169,biology1065,2019-05-05 00:00:00,203,0,7,2019-05-06 00:00:00
7170,biology16,2019-09-16 00:00:00,653,1,1,2019-09-17 00:00:00
7171,biology424,2019-06-06 00:00:00,274,0,5,2019-06-07 00:00:00
7172,biology838,2019-05-15 00:00:00,834,1,3,2019-05-16 00:00:00
7173,biology620,2019-03-02 00:00:00,150,1,2,2019-03-03 00:00:00
7174,biology332,2019-10-03 00:00:00,463,1,5,2019-10-04 00:00:00
7175,biology965,2019-07-26 00:00:00,722,0,4,2019-07-27 00:00:00
7176,biology1007,2020-05-31 00:00:00,433,1,7,2020-06-01 00:00:00
7177,biology248,2019-07-21 00:00:00,769,0,0,2019-07-22 00:00:00
7178,biology1347,2019-03-13 00:00:00,710,0,7,2019-03-14 00:00:00
7179,biology353,2020-03-13 00:00:00,717,1,6,2020-03-14 00:00:00
7180,biology512,2020-03-21 00:00:00,576,1,5,2020-03-22 00:00:00
7181,biology464,2019-11-15 00:00:00,439,0,2,2019-11-16 00:00:00
7182,biology1397,2019-06-22 00:00:00,363,0,8,2019-06-23 00:00:00
7183,biology293,2019-10-28 00:00:00,263,0,4,2019-10-29 00:00:00
7184,biology270,2020-04-29 00:00:00,848,0,6,2020-04-30 00:00:00
7185,biology831,2019-07-09 00:00:00,772,0,6,2019-07-10 00:00:00
7186,biology383,2019-08-28 00:00:00,215,1,1,2019-08-29 00:00:00
7187,biology992,2019-01-03 00:00:00,291,1,7,2019-01-04 00:00:00
7188,biology472,2019-11-10 00:00:00,300,0,4,2019-11-11 00:00:00
7189,biology1398,2019-05-23 00:00:00,381,0,5,2019-05-24 00:00:00
7190,biology863,2019-12-22 00:00:00,40,1,1,2019-12-23 00:00:00
7191,biology1335,2020-07-10 00:00:00,561,1,4,2020-07-11 00:00:00
7192,biology612,2020-03-20 00:00:00,512,1,4,2020-03-21 00:00:00
7193,biology246,2019-08-22 00:00:00,554,1,7,2019-08-23 00:00:00
7194,biology711,2020-03-29 00:00:00,291,1,2,2020-03-30 00:00:00
7195,biology327,2020-08-22 00:00:00,148,1,4,2020-08-23 00:00:00
7196,biology515,2019-08-20 00:00:00,539,1,5,2019-08-21 00:00:00
7197,biology916,2019-10-09 00:00:00,601,0,0,2019-10-10 00:00:00
7198,biology199,2020-02-12 00:00:00,507,0,8,2020-02-13 00:00:00
7199,biology267,2020-08-22 00:00:00,51,1,4,2020-08-23 00:00:00
7200,biology534,2020-01-13 00:00:00,208,1,4,2020-01-14 00:00:00
7201,biology1264,2019-04-25 00:00:00,50,1,6,2019-04-26 00:00:00
7202,biology619,2020-05-15 00:00:00,549,0,5,2020-05-16 00:00:00
7203,biology600,2020-08-03 00:00:00,176,1,2,2020-08-04 00:00:00
7204,biology891,2019-02-17 00:00:00,256,1,4,2019-02-18 00:00:00
7205,biology685,2019-07-23 00:00:00,12,1,7,2019-07-24 00:00:00
7206,biology343,2019-05-30 00:00:00,784,1,3,2019-05-31 00:00:00
7207,biology990,2019-07-15 00:00:00,737,0,7,2019-07-16 00:00:00
7208,biology774,2019-03-18 00:00:00,212,1,5,2019-03-19 00:00:00
7209,biology224,2019-03-12 00:00:00,110,1,2,2019-03-13 00:00:00
7210,biology150,2019-07-06 00:00:00,468,1,1,2019-07-07 00:00:00
7211,biology747,2019-08-21 00:00:00,15,0,0,2019-08-22 00:00:00
7212,biology901,2020-02-21 00:00:00,591,1,1,2020-02-22 00:00:00
7213,biology632,2019-08-20 00:00:00,156,1,5,2019-08-21 00:00:00
7214,biology339,2020-05-27 00:00:00,180,1,3,2020-05-28 00:00:00
7215,biology950,2019-09-11 00:00:00,137,0,0,2019-09-12 00:00:00
7216,biology806,2019-05-26 00:00:00,239,1,4,2019-05-27 00:00:00
7217,biology382,2019-05-04 00:00:00,365,1,4,2019-05-05 00:00:00
7218,biology747,2020-08-17 00:00:00,669,0,6,2020-08-18 00:00:00
7219,biology718,2020-05-13 00:00:00,202,0,2,2020-05-14 00:00:00
7220,biology158,2020-07-23 00:00:00,559,0,5,2020-07-24 00:00:00
7221,biology366,2019-10-11 00:00:00,323,1,8,2019-10-12 00:00:00
7222,biology1121,2019-01-01 00:00:00,24,0,1,2019-01-02 00:00:00
7223,biology634,2020-05-18 00:00:00,798,0,6,2020-05-19 00:00:00
7224,biology295,2019-10-03 00:00:00,774,1,8,2019-10-04 00:00:00
7225,biology361,2020-02-02 00:00:00,549,1,1,2020-02-03 00:00:00
7226,biology1242,2019-05-27 00:00:00,530,1,8,2019-05-28 00:00:00
7227,biology634,2019-07-21 00:00:00,260,1,0,2019-07-22 00:00:00
7228,biology242,2020-02-23 00:00:00,27,0,0,2020-02-24 00:00:00
7229,biology1287,2020-05-05 00:00:00,370,1,0,2020-05-06 00:00:00
7230,biology274,2019-02-17 00:00:00,659,0,4,2019-02-18 00:00:00
7231,biology1198,2019-01-20 00:00:00,415,1,6,2019-01-21 00:00:00
7232,biology147,2020-03-06 00:00:00,563,0,5,2020-03-07 00:00:00
7233,biology1336,2019-11-27 00:00:00,760,1,7,2019-11-28 00:00:00
7234,biology629,2019-07-10 00:00:00,643,0,8,2019-07-11 00:00:00
7235,biology287,2019-06-29 00:00:00,65,0,4,2019-06-30 00:00:00
7236,biology659,2019-09-03 00:00:00,815,1,1,2019-09-04 00:00:00
7237,biology999,2019-11-29 00:00:00,337,1,8,2019-11-30 00:00:00
7238,biology1150,2020-07-07 00:00:00,372,0,2,2020-07-08 00:00:00
7239,biology298,2019-09-18 00:00:00,754,1,7,2019-09-19 00:00:00
7240,biology77,2019-08-26 00:00:00,273,1,8,2019-08-27 00:00:00
7241,biology790,2020-07-01 00:00:00,456,1,3,2020-07-02 00:00:00
7242,biology304,2019-08-21 00:00:00,844,1,1,2019-08-22 00:00:00
7243,biology942,2019-11-19 00:00:00,591,1,3,2019-11-20 00:00:00
7244,biology318,2019-11-06 00:00:00,10,0,4,2019-11-07 00:00:00
7245,biology920,2020-01-27 00:00:00,667,0,5,2020-01-28 00:00:00
7246,biology538,2020-02-27 00:00:00,277,0,7,2020-02-28 00:00:00
7247,biology963,2020-08-18 00:00:00,318,1,0,2020-08-19 00:00:00
7248,biology578,2019-06-26 00:00:00,344,0,6,2019-06-27 00:00:00
7249,biology321,2019-03-12 00:00:00,172,1,6,2019-03-13 00:00:00
7250,biology541,2020-06-19 00:00:00,399,1,5,2020-06-20 00:00:00
7251,biology377,2020-05-30 00:00:00,296,1,5,2020-05-31 00:00:00
7252,biology1017,2019-07-18 00:00:00,212,0,3,2019-07-19 00:00:00
7253,biology678,2019-07-13 00:00:00,519,0,6,2019-07-14 00:00:00
7254,biology1015,2020-07-24 00:00:00,318,0,2,2020-07-25 00:00:00
